link,brand,warranty,processor,ram,hardDrive,grapCard,capGrapCard,opSystem,screenSize,price,ram_GB,hardDrive_GB,OS
https://www.falabella.com.co/falabella-co/product/55885038/Portatil-Gamer-Acer-Nitro-15.6-Pulgadas-Intel-Core-i5-8GB-512GB-NVIDIA-GeForce-GTX-1650-4GB-GDDR6/55885038,ACER,12,Intel Core i5,8GB,512GB,,4GB,Windows 11,15.6 pulgadas,3399900,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/68313716/Portatil-Hp-240-G7-Intel-Celeron-N4020-500Gb-Hdd/68313716,HP,,Intel celeron,4gb,500gb,,No aplica,De fabricante,14 pulgadas,886900,4,500,
https://www.falabella.com.co/falabella-co/product/118184246/Portatil-hp-intel-core-i5-1021u-ram-20gb-ram-ssd-256gb-pantalla-14-hd/118184248,HP,12,Intel core i5,20GB,256GB,Integrada,No aplica,Free dos,14,2099900,20,256,FreeDos
https://www.falabella.com.co/falabella-co/product/119776964/Portatil-HP-14-cf2066la-Intel-Core-i3-RAM-8GB-SSD-512GB-14-HD-Windows-10-Home/119776965,HP,,Intel core i3,8GB,512GB,Integrada,,,14,1505900,8,512,
https://www.falabella.com.co/falabella-co/product/66820912/Portatil-Hp-14-Cf2514La-Core-I3-10110U-4Gb-256Gb-S/66820912,HP,12,Intel core i3,4gb,256gb,,No aplica,Windows 10 home,14 pulgadas,1549900,4,256,Windows 10
https://www.falabella.com.co/falabella-co/product/32157732/Portatil-Asus-X415Ja-Intel-Core-I3-4Gb-1Tb-Windows/32157732,ASUS,,Intel core i3,4gb,1tb,,No aplica,Windows 10,14 pulgadas,2599900,4,1000,Windows 10
https://www.falabella.com.co/falabella-co/product/117168286/Portatil-lenovo-v145-14ast-amd-a6-9225-8-gigas-14-/117168288,LENOVO,,AMD a6,8GB,500GB,,,,,1179000,8,500,
https://www.falabella.com.co/falabella-co/product/119670187/Portatil-Lenovo-Ideapad-3-14ITL6-Core-i5-RAM-8GB-256GB-SSD-14-pulgadas/119670188,LENOVO,12,Intel core i5,8GB,256GB,Inter Iris Xe,No aplica,Linux,14,2499000,8,256,Linux
https://www.falabella.com.co/falabella-co/product/118668958/Computador-Gamer-Ryzen-5600G-16GB-RAM-SSD-500GB/118668959,AMD,,AMD ryzen 5,16GB,500GB,,No aplica,Windows 10,1,2299900,16,500,Windows 10
https://www.falabella.com.co/falabella-co/product/119518664/Portatil-dell-inspiron-3515-ryzen-5-3450u-15.6-amd-16gb-512gb-ssd-Win-10/119518665,DELL,12,AMD ryzen 5,16GB,512GB,,,Windows 10,15,2099900,16,512,Windows 10
"https://www.falabella.com.co/falabella-co/product/118324216/PORTATIL-DELL-LATITUDE-5420-CORE-I7-ONCE-VPRO-,-16GB-,-SSD-512GB-WIN-10-PRO-14/118324217",DELL,12,Intel core i7,16GB,512GB,Inter Iris Xe,,Windows 10,14,6299900,16,512,Windows 10
https://www.falabella.com.co/falabella-co/product/14471979/Portatil-Lenovo-V145-14Ast-Amd-A6-4Gb-500Gb-Win10/14471979,LENOVO,12,Amd a6,4gb,4tb SSD & 500gb HDD,,No aplica,Windows 10 home,14 pulgadas,1055000,4,,Windows 10
https://www.falabella.com.co/falabella-co/product/37807734/Portatil-Asus-14-Pulgadas-Intel-Core-I5-4Gb-256Gb/37807734,ASUS,12,Intel core i5,4gb,256gb,,No aplica,Linux,14 pulgadas,2999900,4,256,Linux
https://www.falabella.com.co/falabella-co/product/66990348/Lenovo-3-14ada05-amd-athlon-silver-3050u-14-4gb/66990348,LENOVO,12,Amd,4gb,256gb,,No aplica,De fabricante,14 pulgadas,889900,4,256,
https://www.falabella.com.co/falabella-co/product/117435782/Portatil-asus-m1502-ryzen-5-4600h-ram-16gb-ssd-512gb-huella/117435784,ASUS,12,AMD ryzen 5,16GB,512GB,AMD Radeon Grafics,No aplica,Linux,15,2489000,16,512,Linux
https://www.falabella.com.co/falabella-co/product/prod12170017/MacBook-Pro-Chip-M1-Pro-512GB-SSD-MK1E3E-A-16.2-Pulgadas/21314318,APPLE,12,Chip M1 Pro,16GB,512GB,,No aplica,macOS,16.2 pulgadas,13528900,16,512,Mac OS
"https://www.falabella.com.co/falabella-co/product/120662409/Portatil-HP-15-DW1073LA-Core-i7,-Pantalla-15.6-,-8-GB-Ram/120662410",HP,12,Intel core i7,8GB,256GB,,,Windows 11,,2499900,8,256,Windows 11
https://www.falabella.com.co/falabella-co/product/60835698/Portatil-Lenovo-IdeaPad-1-14-pulgadas-Intel-Core-i3-8GB-512GB/60835698,LENOVO,12,Intel Core i3,8GB,512GB,,No aplica,Windows 11,14 pulgadas,2119900,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/60839886/Portatil-Lenovo-Yoga-Slim-7-Pro-14-pulgadas-AMD-Ryzen-R5-16GB-512GB/60839886,LENOVO,12,AMD RYZEN R5,16GB,512GB,,2GB,Windows 11,14 pulgadas,4999900,16,512,Windows 11
https://www.falabella.com.co/falabella-co/product/66335208/Portatil-Hp-245-G8-Amd-Ryzen-5-5500U-8Gb-256Ssd-14/66335208,HP,12,Amd ryzen r5,8gb,256gb,,No aplica,De fabricante,14.1 pulgadas,1489900,8,256,
https://www.falabella.com.co/falabella-co/product/119444473/Portatil-Asus-M1402ia-ek134-Ryzen-5-4600h-Ram-8gb-Ssd-512gb-Pantalla-14/119444474,ASUS,12,AMD ryzen 5,8GB,512GB,AMD radeon r5 graphics,No aplica,Endless os,14,2199000,8,512,Endless
"https://www.falabella.com.co/falabella-co/product/120528031/Portatil-Asus-M515DA-EJ1560-Ryzen-5-3500U-Ram-8GB-1-Tera-15,6-FREE-GREY/120528035",ASUS,12,AMD ryzen 5,8GB,1TB,Integrada,,Free dos,15,1769000,8,1000,FreeDos
https://www.falabella.com.co/falabella-co/product/120754643/Portatil-Asus-Gamer-M3401qc-Ryzen-7-5800H-16Gb-512Ssd-Tv-4gb-3050/120754644,ASUS,12,AMD ryzen 7,16GB,512GB,,4GB,Free dos,14,4989888,16,512,FreeDos
"https://www.falabella.com.co/falabella-co/product/118348413/PORTATIL-GAMER-MSI-GS76-STEALTH-11UH-CORE-I7-11800H-,RAM-32GB-,DISCO-SSD-1TB-RTX-3080-16GB-17.3/118348414",MSI,12,Intel core i7,32GB,1TB,,8GB,Windows 10,17,11599900,32,1000,Windows 10
"https://www.falabella.com.co/falabella-co/product/117304549/Portatil-Asus-Vivobook-15-CORE-I5-RAM-8GB-256GB-SSD-15,6-W10H-TOUCH/117304550",ASUS,12,Intel core i5,8GB,256GB,,No aplica,Windows 10,15,2819900,8,256,Windows 10
https://www.falabella.com.co/falabella-co/product/23478502/Portatil-Dell-Vostro-Amd-Ryzen5-8Gb-256Ssd-Ubuntu/23478502,DELL,12,Amd ryzen r5,6gb,240gb,,No aplica,Linux,14 pulgadas,1559999,6,240,Linux
https://www.falabella.com.co/falabella-co/product/119862160/Portatil-Asus-X415ja-Core-I3-1005g1-Ram-8Gb-SSD-256Gb-14-Gris-Winndows-10/119862163,ASUS,12,Intel core i3,8GB,256GB,No aplica,,Windows 10,14,1489900,8,256,Windows 10
"https://www.falabella.com.co/falabella-co/product/120473253/Portatil-ASUS-TUF-F15-FX506LH-Core-i5-32GB-RAM-512GB-SSD-15,6-FHD-4GB-VRAM/120473254",ASUS,12,Intel core i5,32GB,512GB,GeForce GTX 1650 4GB,4GB,Linux,15,3899900,32,512,Linux
https://www.falabella.com.co/falabella-co/product/25023638/Portatil-Acer-Gateway-Core-I3-4gb-128gb-SDD-Win10H/25023638,GATEWAY,12,Intel Core i3,4GB,128GB,,No aplica,Windows 10,14.1 pulgadas,1700000,4,128,Windows 10
https://www.falabella.com.co/falabella-co/product/119650736/PORTATIL-ASUS-X1502ZA-BQ243-INTEL-CORE-I5-1240P-8GB-DDR4-512GB-SSD-PANTALLA-15.6-FHD/119650737,ASUS,12,Intel core i5,8GB,512GB,Intel uhd graphics 600,No aplica,Endless os,15,2557300,8,512,Endless
https://www.falabella.com.co/falabella-co/product/120794693/Combo-Portatil-HP-245-Ryzen-5-16gb-256gb-+-1tb-hdd-14-Win-10-Pro-+-kaspersky/120794696,HP,12,AMD ryzen 3,16GB,256GB,,No aplica,Windows 10 Pro,14,2399900,16,256,Windows 10
"https://www.falabella.com.co/falabella-co/product/118333286/LENOVO-THINKPAD-T14-RYZEN-7-5850U-,32-GB-SSD-512-GB-14-TOUCH/118333287",LENOVO,36,AMD ryzen 7,32GB,512GB,,No aplica,Windows 10,14,5999900,32,512,Windows 10
https://www.falabella.com.co/falabella-co/product/116628581/Portatil-Dell-Vostro-3400-Intel-Core-i5-RAM-4GB-1-TB-HDD-14-Free/116628583,DELL,12,Intel core i5,4GB,1TB,Intel hd graphics 620,,Free dos,14,1699900,4,1000,FreeDos
https://www.falabella.com.co/falabella-co/product/119621990/Portatil-Toshiba-DYNABOOK-TECRA-A40-G-Intel-Core-i7-10610-256GB-8GB-14-freedos/119621991,TOSHIBA,12,Intel core i7,8GB,256GB,Integrada,No aplica,Free dos,14,3189900,8,256,FreeDos
https://www.falabella.com.co/falabella-co/product/120523104/Portatil-HP-15-EF2517LA-AMD-Ryzen-5-5500U-512GB-SSD-12GB-RAM/120523106,HP,12,AMD ryzen 5,12GB,512GB,Integrada,No aplica,Free dos,15,1859900,12,512,FreeDos
https://www.falabella.com.co/falabella-co/product/120526277/Portatil-HP-630-G9-CORE-I7-1255U-Ram-16GB-512GB-SSD-13-W10P/120526278,HP,,Intel core i7,16GB,512GB,Integrada,,Windows 10,13,4739000,16,512,Windows 10
https://www.falabella.com.co/falabella-co/product/120809277/Portatil-Dell-Vostro-3400-Core-I5-1135g7-11va-20gb-1tb-+250GB-Linux/120809278,DELL,12,Intel core i5,16GB,1TB,Intel Iris Xe Graphics,No aplica,Linux,14,2179000,16,1000,Linux
https://www.falabella.com.co/falabella-co/product/120857217/PORTATIL-ASUS-P1412CEA-EK0883X-CI5-8GB-512-SSD-Mouse/120857218,ASUS,12,Intel core i7,8GB,512GB,Intel Iris Xe Graphics,No aplica,Windows 11,14,2349888,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/16241759/Portatil-hp-14-dk-amd-athlon-silver-4gb-256gb-ssd/16241759,HP,12,AMD,4GB,256GB,,No aplica,FreeDOS,14 pulgadas,1500000,4,256,FreeDos
"https://www.falabella.com.co/falabella-co/product/119672588/Portatil-Legion-5-15IMH05-Core-I7-Ram-16GB-1TB-+128GB-SSD-W10H-15,6-TV-4GB-Negro/119672589",LENOVO,12,Intel core i7,16GB,128GB,GeForce GTX 1650 4GB,4GB,Windows 10 Home,15,6389000,16,128,Windows 10
https://www.falabella.com.co/falabella-co/product/116624554/Portatil-Lenovo-V14-ITL-14-Core-i5-1135G7-16GB-SSD-512GB-Windows/116624556,LENOVO,12,Intel core i5,16GB,,,,Free dos,,2999888,16,,FreeDos
https://www.falabella.com.co/falabella-co/product/119757501/Portatil-Asus-M3500QC-l1296-Ryzen-7-5800h-Ram-16gb-Ssd-512-Rtx3050-4gb/119757502,ASUS,12,AMD ryzen 7,8GB,512GB,,4GB,Endless os,15,4999000,8,512,Endless
https://www.falabella.com.co/falabella-co/product/119476995/Portatil-Asus-Fx516PC-HN002-Intel-Core-I5-11300h-Ram-8-Gb-Ssd-512-Gb-RTX-3050/119476996,ASUS,12,Intel core i5,8GB,512GB,,4GB,Endless os,15,4199000,8,512,Endless
https://www.falabella.com.co/falabella-co/product/120402944/Computador-Portatil-Hp-Intel-Core-i5-1135G7-256Gb-Ssd-8Gb-Ram-14-14-dq2520la/120402945,HP,12,Intel core i5,8GB,256GB,Intel Iris Xe Graphics,No aplica,Linux,14,2604900,8,256,Linux
https://www.falabella.com.co/falabella-co/product/116624583/Portatil-asus-k513ea-bq2213-ci7-ssd-512gb-8gb-15.6/116624586,ASUS,,Intel core i7,8GB,,,,Endless os,,3499888,8,,Endless
https://www.falabella.com.co/falabella-co/product/120459298/Portatil-Asus-Expertbook-Core-I7-1165g7-16gb-512gb-G-force-MX330-2gb/120459300,ASUS,12,Intel core i7,16GB,512GB,Integrada,2GB,Windows 10 Pro,14,5639000,16,512,Windows 10
https://www.falabella.com.co/falabella-co/product/120603626/Portatil-Lenovo-Ideapad-3-Amd-Ryzen-3-5300u-Ram-8gb-Ssd-256-pantalla-14-/120603627,LENOVO,12,AMD ryzen 3,8GB,256GB,Integrada,No aplica,Endless os,14,1399000,8,256,Endless
https://www.falabella.com.co/falabella-co/product/119516996/Asus-x415ea-ek1183-core-i5-1135g7-ram20gb-ssd-256gb-14-fhd-endless/119516997,ASUS,12,Intel core i5,20GB,256GB,,,Linux,14,2289900,20,256,Linux
https://www.falabella.com.co/falabella-co/product/120129301/Portatil-Dell-Vostro-3405-Amd-Ryzen-5-3450U-8Gb-Ram-256G-Ssd-14''/120129302,DELL,3,AMD ryzen 5,8GB,256GB,,No aplica,Ubuntu,14,1549900,8,256,Ubuntu
"https://www.falabella.com.co/falabella-co/product/119673428/Portatil-Lenovo-Ideapad-3-15ITL-6-Core-I7-Ram-8GB-1-TERA+128GB-SSD-15,6-TV2GB-Free/119673429",LENOVO,12,Intel core i7,8GB,128GB,No aplica,2GB,Free dos,15,3689900,8,128,FreeDos
"https://www.falabella.com.co/falabella-co/product/120321830/Portatil-hp-14-cf2522la,-core-i5-10a-gen,-ram-12-gb,-ssd-256-gb,-14-hd/120321831",HP,12,Intel core i5,12GB,256GB,,,Free dos,,1831873,12,256,FreeDos
https://www.falabella.com.co/falabella-co/product/120809162/Portatil-Dell-Vostro-3400-Core-I5-1135g7-11va-20gb-1tb-+500GB-Linux/120809163,DELL,12,Intel core i5,16GB,1TB,Intel Iris Xe Graphics,No aplica,Linux,14,2249000,16,1000,Linux
https://www.falabella.com.co/falabella-co/product/116641213/Portatil-XPG-Xenia-Xe-Intel-Core-i7-1165G7-1TB-SSD-16GB-17-Touch/116641214,XPG,12,Intel core i7,16GB,1TB,Inter Iris Xe,No aplica,Windows 10,17,4459900,16,1000,Windows 10
https://www.falabella.com.co/falabella-co/product/119714715/PORTATIL-GAMER-PULSE-GL76-12UEK-207CA-CORE-I9-12900H-512-SSD-16-GB-RTX-3060-6-GBDDR6-17.3-IPS-360-HZ/119714716,MSI,12,Intel core i9,16GB,512GB,GeForce RTX 2060 6GB GDDR6,6GB,Windows 11 Home,17,12599800,16,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120002937/Portatil-acer-chromebook-tactil-c731t-intelceleron-n3060-4gb-ram-16gb-sdd/120002939,ACER,,Intel celeron,4GB,16GB,Intel hd graphics 400,,Chrome os,,1000000,4,16,Chrome os
https://www.falabella.com.co/falabella-co/product/118334744/Portatil-coin-lum-310-core-i3-4gb-ram-+-256gb-ssd-gris/118334745,TOUCH,12,Otros,,,,,,,1134900,,,
https://www.falabella.com.co/falabella-co/product/119357731/Portatil-Asus-M1402I-R5-4600H-8G-512SSD-Negro/119357733,ASUS,,AMD ryzen 5,,,,,,,2199000,,,
https://www.falabella.com.co/falabella-co/product/119453479/Computador-Portatil-Asus-Gamer-G513ic-16gb-512gb%C2%A0win%C2%A010%C2%A0home/119453480,ASUS,12,AMD ryzen 7,16GB,2TB,,4GB,Windows,15,5599888,16,2000,Windows
https://www.falabella.com.co/falabella-co/product/120608116/Portatil-Asus-Core-I5-1135g7-16gb-512gb-Win-11-Pro-Fhd-P1412/120608118,ASUS,12,Intel core i5,16GB,512GB,Integrada,,Windows,14,2699000,16,512,Windows
https://www.falabella.com.co/falabella-co/product/118033957/PORTATIL-ASUS-EXPERTBOOK-B1440FA-BV3124-14-CORE-I3-4GB-1TB/118033958,ASUS,12,Intel core i3,4GB,1TB,Intel uhd graphics 620,No aplica,Endless os,14,1349888,4,1000,Endless
https://www.falabella.com.co/falabella-co/product/39711269/Portatil-HP-EF2511LA-15.6-pulgadas-AMD-RYZEN-R5-8GB-256GB/39711269,HP,12,AMD RYZEN R5,8GB,256GB,,No aplica,Windows 11 home,15.6 pulgadas,1899900,8,256,Windows 11
https://www.falabella.com.co/falabella-co/product/120527078/Portatil-HP-EliteBook-830-G8-Core-i7-1165G7-Ram-16GB-512GB-SSD-13.3%E2%80%9D-W10P/120527079,HP,12,Intel core i7,16GB,512GB,No aplica,No aplica,Windows 10,13,4519000,16,512,Windows 10
"https://www.falabella.com.co/falabella-co/product/119636546/Portatil-Acer-Gateway-Slim-Ryzen-7-3700U-8gb-512gb-SSD,-15.6-Win-11-Gris/119636547",GATEWAY,12,AMD ryzen 7,8GB,512GB,AMD radeon vega 10,No aplica,Windows 11 Home,15,2599900,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120494143/TODO-EN-UNO-LENOVO-A340-24IGM-INTEL-PENTIUM-SILVER-J5040-8GB-256GB-SSD-WIN-11/120494144,LENOVO,12,,8GB,256GB,,,Windows 11,24,1609000,8,256,Windows 11
https://www.falabella.com.co/falabella-co/product/117506108/PORTATIL-RAIDER-GE66-GAMER-I7-12700H-16GB-SSD-512RTX-30708GB-15.6-360HZ/117506109,MSI,12,Intel core i7,16GB,512GB,,8GB,Windows 11,15,9999900,16,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120474132/Portatil-ASUS-TUF-F15-FX506LH-Core-i5-24GB-RAM-512GB-SSD-156-FHD-4GB-VRAM/120474133,ASUS,12,Intel core i5,24GB,512GB,GeForce GTX 1650 4GB,4GB,Linux,15,3599900,24,512,Linux
https://www.falabella.com.co/falabella-co/product/119645379/Portatil-Hp-Pro-Book-445-G8-Ryzen-7-5850u-Ram-16-Gb-Ssd-1-Thera-14/119645380,HP,12,AMD ryzen 7,16GB,1TB,AMD Radeon Grafics,,Windows 10 Pro,14,5999900,16,1000,Windows 10
https://www.falabella.com.co/falabella-co/product/120799685/Portatil-Dell-Vostro-Ryzen-5-3450u-16gb-Ssd-256gb+240gb-serie-3405/120799687,DELL,12,AMD ryzen 5,16GB,256GB,AMD Radeon Grafics,No aplica,Ubuntu,14,1679000,16,256,Ubuntu
https://www.falabella.com.co/falabella-co/product/35214640/Portatil-Lenovo-Thinkbook-13-Intel-Core-I5-256Gb/35214640,LENOVO,12,Intel core i5,8gb,256gb,,No aplica,Windows 10,13.3 pulgadas,4599900,8,256,Windows 10
https://www.falabella.com.co/falabella-co/product/120795266/Portatil-Asus-Ryzen-5-5600u-16gb-512gb-SSD-16-FreeDos/120795267,ASUS,12,AMD ryzen 5,16GB,512GB,,No aplica,Free dos,16,2899900,16,512,FreeDos
https://www.falabella.com.co/falabella-co/product/43037804/Poratil-Asus-14-Pulg-Core-I3-4Gb-256Ssd/43037804,ASUS,12,Amd a4,3gb,240gb,,No aplica,Windows 10,14 pulgadas,1350000,3,240,Windows 10
https://www.falabella.com.co/falabella-co/product/65759091/Portatil-Hp-245-G8-14-Pulgadas-Ryzen-3-12-Gb-256Gb/65759091,HP,12,Amd ryzen r3,12gb,256gb,,No aplica,De fabricante,14 pulgadas,2099900,12,256,
https://www.falabella.com.co/falabella-co/product/118729907/Portatil-Lenovo-V14-ARE-Ryzen-7-12Gb-SSD-512GB-14-/118729909,LENOVO,12,AMD ryzen 7,12GB,512GB,,No aplica,Linux,14,2899888,12,512,Linux
https://www.falabella.com.co/falabella-co/product/120467162/Portatil-Lenovo-Core-I3-Ram-12gb-Ssd-512gb-Fhd-Onceava-generacion/120467163,LENOVO,12,Intel core i3,12GB,512GB,Integrada,No aplica,Free dos,14,1559000,12,512,FreeDos
https://www.falabella.com.co/falabella-co/product/59921062/Portatil-Hp-245-G8-14-Ryzen-5-Ram-8Gb-Ssd-256Gb/59921062,HP,,Amd ryzen r5,8gb,256gb,,No aplica,Linux,14 pulgadas,1599888,8,256,Linux
https://www.falabella.com.co/falabella-co/product/68406387/Portatil-Asus-Intel%C2%A0Core-I5%C2%A015.6-Pulgadas-Ssd/68406387,ASUS,,Intel core i5,8gb,512gb,,No aplica,No aplica,15.6 pulgadas,3951900,8,512,
https://www.falabella.com.co/falabella-co/product/118294456/Portatil-toshiba-dynabook-portege-x40-j1431-core-i5-256gb-8gb-win-10-pro-negro/118294457,TOSHIBA,,Otros,,,,,,,3319000,,,
https://www.falabella.com.co/falabella-co/product/60835700/Portatil-Lenovo-IdeaPad-5-15.6-pulgadas-Intel-Core-i5-8GB-512GB/60835700,LENOVO,12,Intel Core i5,8GB,512GB,,No aplica,Windows 11,15.6 pulgadas,3499900,8,512,Windows 11
"https://www.falabella.com.co/falabella-co/product/120858181/Portatil-Asus-M515da-bq1415-Amd-Ryzen-5-16gb-1tb-+500gb15,6-Fhd/120858182",ASUS,12,AMD ryzen,16GB,1TB,AMD radeon vega 8,No aplica,Linux,15,2069000,16,1000,Linux
https://www.falabella.com.co/falabella-co/product/31867956/Computador-Portatil-Janus-I5-8259U-8Gb-Ssd-512/31867956,JANUS,12,Intel core i7,8gb,500gb,,No aplica,Windows 10,14 pulgadas,1775000,8,500,Windows 10
https://www.falabella.com.co/falabella-co/product/14508288/Portatil-Toshiba-A40-G-Celeron-4gb-Ssd128gb-14-/14508288,TOSHIBA,,Intel Celeron,4GB,128GB,,,Windows 10 Pro,14 pulgadas,1109888,4,128,Windows 10
https://www.falabella.com.co/falabella-co/product/119671014/Portatil-Lenovo-Ideapad-3-14ALC6-Ryzen-5-5500U-RAM-12GB-256GB-SSD-14-pulgadas/119671015,LENOVO,12,AMD ryzen 5,12GB,256GB,AMD Radeon Grafics,No aplica,Linux,14,2599000,12,256,Linux
https://www.falabella.com.co/falabella-co/product/119812150/Portatil-Hp-14-pulgadas-dq2520la-Core-I5-1135G7-20Gb-256-Gb-Win-10-Prueba/119812153,HP,12,Intel core i5,,256GB,,,Free dos,14,1899900,,256,FreeDos
"https://www.falabella.com.co/falabella-co/product/120460209/Portatil-Asus-K3500-15,6-Oled-I7-11370h-16gb-512-Ssd-Rtx3050/120460210",ASUS,12,Intel core i7,16GB,512GB,,4GB,Linux,15,5699000,16,512,Linux
"https://www.falabella.com.co/falabella-co/product/120807618/Portatil-ASUS-Corporativo-B1400CEPE-Intel-I7-1165G7-SSD-1TB-DDR4-16GB-14-FHD-Video-2GB-MX330,/120807622",ASUS,12,Intel core i7,16GB,1TB,AMD Radeon Grafics,,Windows 11,14,6099900,16,1000,Windows 11
https://www.falabella.com.co/falabella-co/product/67116216/Portatil-Janus-I5-8259U-Ram-8Gb-Ssd-1Tb-Lcd-14/67116216,JANUS,12,Intel core i5,8gb,1tb,,No aplica,Windows 10,14 pulgadas,1764000,8,1000,Windows 10
https://www.falabella.com.co/falabella-co/product/120181531/Portatil-Acer-A314-23P-Ryzen5-7520U-8GB-RAM-SSD-512GB-156-pulgadas-IPS-Gris/120181533,ACER,12,AMD ryzen 5,8GB,512GB,AMD Radeon Grafics,No aplica,Linux,15,2299000,8,512,Linux
"https://www.falabella.com.co/falabella-co/product/120777063/PORTATIL-ASUS-M515D-EJ1560-AMD-RYZEN-5-3500U-8GB-DDR4-1-TERA-PANTALLA-15,6-FHD/120777064",ASUS,12,AMD ryzen 5,8GB,1TB,,No aplica,Endless os,15,1695600,8,1000,Endless
https://www.falabella.com.co/falabella-co/product/120804043/Portatil-Lenovo-ALC-V14-G2-Ryzen-5-8gb-256gb-SSD-14-FreeDos/120804044,LENOVO,12,AMD ryzen 5,8GB,256GB,AMD Radeon Grafics,No aplica,Free dos,14,1799900,8,256,FreeDos
https://www.falabella.com.co/falabella-co/product/119987517/Computador-Portatil-Asus-Gamer-G513ic-32gb-512gb%C2%A0win%C2%A010%C2%A0home/119987518,ASUS,12,AMD ryzen 7,32GB,1TB,,4GB,Windows,15,5849888,32,1000,Windows
"https://www.falabella.com.co/falabella-co/product/120312357/Portatil-asus-p1412,-core-i5-11a-gen,-ram-12-gb,-hdd-1-tb-+-ssd-512,-14-hd/120312361",ASUS,12,Intel core i5,12GB,1TB,,,Endless os,,2166735,12,1000,Endless
https://www.falabella.com.co/falabella-co/product/120216854/Portatil-Dell-G15-Gaming-Ryzen-7-5800H-512GB-SSD-8GB-RTX-3050TI-4GB-156-WIN11-Phantom-Grey/120216855,DELL,12,AMD ryzen 7,8GB,512GB,,4GB,Windows 11 Home,15,5269000,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/119655122/Portatil-HP-14-CF2521LA-CORE-I5-RAM-4GB-256GB-SSD-14%E2%80%B3-W10H/119655123,HP,12,Intel core i5,4GB,256GB,Integrada,No aplica,Windows 10,14,1769000,4,256,Windows 10
https://www.falabella.com.co/falabella-co/product/120309741/Portatil-Lenovo-AMD-Ryzen-5-16GB-512GB-IdeaPad-5-%E2%80%93-Azul/120309742,LENOVO,12,AMD ryzen 5,16GB,512GB,AMD Radeon Grafics,,Windows 11,14,3099900,16,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120810138/Portatil-HP-Victus-FA0031DX-Core-I5-12450H-8Gb-512Gb-ssd-GTX1650-Win-11/120810140,HP,12,Intel core i5,8GB,512GB,,4GB,Windows 11,15,4139000,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120721799/Portatil-Acer-Nitro-5-AN515-57-79TD-i7-11800H-NVIDIA-GeForce-RTX-3050Ti-4GB-512GB-SSD/120721800,ACER,12,Intel core i7,8GB,512GB,,4GB,Windows 11,,5089900,8,512,Windows 11
https://www.falabella.com.co/falabella-co/product/120473077/Portatil-ASUS-TUF-F15-FX506LH-Core-i5-8GB-RAM-512GB-SSD-156-FHD-4GB-VRAM/120473078,ASUS,12,Intel core i5,8GB,512GB,GeForce GTX 1650 4GB,4GB,Linux,15,3299900,8,512,Linux
https://www.falabella.com.co/falabella-co/product/120934936/Portatil-ASUS-ROG-G614JI-N3140-Core-i9-16-FHD+-16GB-+-512GB-Windows-11-Home/120934937,ASUS,,Intel core i9,16GB,512GB,No aplica,8GB,Windows 11 Home,16,11893900,16,512,Windows 11
https://www.falabella.com.co/falabella-co/product/119453594/Portatil-Asus-K3500pc-L1187w-Oled-Corei7-11370H-16Gb-Ssd512/119453596,ASUS,12,Intel core i7,16GB,512GB,,4GB,Windows 11,15,5999888,16,512,Windows 11
"https://www.falabella.com.co/falabella-co/product/118333443/LENOVO-THINKPAD-T14-RYZEN-5-5550U-,-32GB,SSD-512GB-WIN-10PRO/118333444",LENOVO,36,AMD ryzen 5,32GB,512GB,,,Windows 10,14,4999900,32,512,Windows 10
https://www.falabella.com.co/falabella-co/product/119601653/Portatil-hp-15-ef2522la-Ryzen-3-5300u-Ram-8gb-Ssd-256-Pantalla-15.6-/119601657,HP,12,AMD ryzen 3,8GB,256GB,Integrada,No aplica,Endless os,15,1499000,8,256,Endless
https://www.falabella.com.co/falabella-co/product/120379998/Portatil-asus-k513ea-bq2213-ci7-ssd-512gb-12gb-15.6/120379999,ASUS,12,Intel core i7,12GB,512GB,,No aplica,Endless os,,3599888,12,512,Endless
https://www.falabella.com.co/falabella-co/product/120484098/COMPUTADOR-DE-ESCRITORIO-CEL-G5900-DDR4-8GB-SSD-512GB-MONITOR-22/120484099,JANUS,12,,8GB,512GB,,,Windows 10,22,1281000,8,512,Windows 10
https://www.falabella.com.co/falabella-co/product/117775974/Portatil-asus-M1502ia-BQ008-ryzen-7-4800H-Ram-8gb-Ssd-512gb-Pantalla-156Fhd/117775976,ASUS,12,AMD ryzen 7,8GB,512GB,,No aplica,Endless os,15,2599000,8,512,Endless
https://www.falabella.com.co/falabella-co/product/120495541/Portatil-Acer-A315-56-Core-i3-8GB-RAM-SSD-512GB-156%E2%80%B3-Pulgadas/120495543,ACER,12,Intel core i3,8GB,512GB,,No aplica,Linux,15,1599900,8,512,Linux
https://www.falabella.com.co/falabella-co/product/116641212/Portatil-asus-x415ja-intel-core-i3-4gb-1tb-windows/116641215,ASUS,,Intel core i3,4GB,,,,Windows 10,,2599900,4,,Windows 10
